年月,customer_id,count_0,count_1,name,class,gender,start_date,end_date,campaign_id,is_deleted,class_name,price,campaign_name,mean,median,max,min,routine_flg,calc_date,membership_period,exit_date,period,now_date
201903,OA707923,7,3.0,XXXXX,C01,F,2016-03-01,,CA1,0.0,オールタイム,10500.0,通常,4.5,4.5,7.0,2.0,1.0,2019-04-30,37.0,,36,2019-03-01
201808,OA372777,6,4.0,XXXXX,C03,M,2015-05-01,,CA1,0.0,ナイト,6000.0,通常,3.6666666666666665,4.0,6.0,1.0,1.0,2019-04-30,47.0,,39,2018-08-01
201810,HI058807,6,5.0,XXX,C01,F,2018-05-02,,CA2,0.0,オールタイム,10500.0,入会費半額,7.909090909090909,8.0,10.0,5.0,1.0,2019-04-30,11.0,,4,2018-10-01
201903,OA962394,6,9.0,XXXXX,C03,F,2018-12-13,,CA3,0.0,ナイト,6000.0,入会費無料,8.0,8.0,10.0,6.0,1.0,2019-04-30,4.0,,2,2019-03-01
201806,TS703441,9,8.0,XXXXX,C03,M,2018-03-01,,CA1,0.0,ナイト,6000.0,通常,6.5,6.5,9.0,4.0,1.0,2019-04-30,13.0,,3,2018-06-01
201903,PL839656,2,5.0,XXXXX,C01,F,2017-02-01,,CA1,0.0,オールタイム,10500.0,通常,5.666666666666667,5.5,8.0,2.0,1.0,2019-04-30,26.0,,25,2019-03-01
201807,HD456541,6,8.0,XXXXX,C03,M,2017-09-01,,CA1,0.0,ナイト,6000.0,通常,6.416666666666667,6.0,8.0,5.0,1.0,2019-04-30,19.0,,10,2018-07-01
201809,HI994796,5,7.0,XXXX,C02,F,2017-12-01,,CA3,0.0,デイタイム,7500.0,入会費無料,6.333333333333333,6.0,9.0,4.0,1.0,2019-04-30,16.0,,9,2018-09-01
201902,PL082485,5,5.0,XXXXX,C01,F,2017-12-01,,CA3,0.0,オールタイム,10500.0,入会費無料,6.583333333333333,6.5,9.0,5.0,1.0,2019-04-30,16.0,,14,2019-02-01
201812,PL152339,6,3.0,XX,C02,M,2015-12-01,,CA1,0.0,デイタイム,7500.0,通常,4.166666666666667,4.0,8.0,1.0,1.0,2019-04-30,40.0,,36,2018-12-01
201903,HI615448,7,5.0,XXXXX,C01,M,2018-07-05,,CA1,0.0,オールタイム,10500.0,通常,6.777777777777778,7.0,9.0,4.0,1.0,2019-04-30,9.0,,7,2019-03-01
201807,GD161261,5,5.0,XXXXX,C02,F,2016-08-01,,CA1,0.0,デイタイム,7500.0,通常,4.75,4.5,7.0,3.0,1.0,2019-04-30,32.0,,23,2018-07-01
201901,AS719693,5,8.0,XXXX,C03,M,2018-12-03,,CA3,0.0,ナイト,6000.0,入会費無料,8.0,8.0,11.0,5.0,1.0,2019-04-30,4.0,,0,2019-01-01
201812,HD555581,9,9.0,XXX,C02,F,2018-06-03,,CA2,0.0,デイタイム,7500.0,入会費半額,8.2,8.0,9.0,7.0,1.0,2019-04-30,10.0,,5,2018-12-01
201808,TS972175,3,6.0,XXXXX,C03,M,2017-10-01,,CA1,0.0,ナイト,6000.0,通常,6.166666666666667,6.0,9.0,3.0,1.0,2019-04-30,18.0,,10,2018-08-01
201806,OA959837,6,5.0,XXXXX,C01,F,2016-03-01,,CA1,0.0,オールタイム,10500.0,通常,4.833333333333333,5.0,8.0,3.0,1.0,2019-04-30,37.0,,27,2018-06-01
201809,OA386824,4,6.0,XXXXX,C01,F,2016-10-01,,CA1,0.0,オールタイム,10500.0,通常,4.833333333333333,4.5,8.0,1.0,1.0,2019-04-30,30.0,,23,2018-09-01
201903,HD622760,6,8.0,XXXXX,C02,F,2018-10-11,,CA1,0.0,デイタイム,7500.0,通常,7.0,7.0,8.0,6.0,1.0,2019-04-30,6.0,,4,2019-03-01
201901,OA252665,8,8.0,XXXXX,C01,F,2018-11-15,,CA1,0.0,オールタイム,10500.0,通常,7.2,8.0,8.0,5.0,1.0,2019-04-30,5.0,,1,2019-01-01
201810,PL085479,5,5.0,XXXXX,C01,M,2016-08-01,,CA1,0.0,オールタイム,10500.0,通常,5.0,5.0,7.0,3.0,1.0,2019-04-30,32.0,,26,2018-10-01
201810,GD257285,7,6.0,XXXX,C01,M,2017-07-01,,CA2,0.0,オールタイム,10500.0,入会費半額,5.583333333333333,6.0,7.0,4.0,1.0,2019-04-30,21.0,,15,2018-10-01
201811,PL270116,5,4.0,XXXXX,C01,M,2015-05-01,,CA1,0.0,オールタイム,10500.0,通常,5.083333333333333,5.0,7.0,3.0,1.0,2019-04-30,47.0,,42,2018-11-01
201903,TS215058,8,5.0,XXX,C01,M,2019-01-14,,CA1,0.0,オールタイム,10500.0,通常,7.0,8.0,8.0,5.0,1.0,2019-04-30,3.0,,1,2019-03-01
201807,IK822921,6,11.0,XXXX,C01,F,2017-10-01,,CA1,0.0,オールタイム,10500.0,通常,6.416666666666667,6.0,11.0,3.0,1.0,2019-04-30,18.0,,9,2018-07-01
201902,HI375298,2,4.0,XXXXXX,C01,F,2017-01-01,,CA1,0.0,オールタイム,10500.0,通常,4.833333333333333,4.0,7.0,2.0,1.0,2019-04-30,27.0,,25,2019-02-01
201807,HD044222,4,4.0,XXXX,C03,M,2016-11-01,,CA1,0.0,ナイト,6000.0,通常,4.583333333333333,4.0,8.0,3.0,1.0,2019-04-30,29.0,,20,2018-07-01
201805,IK619199,7,4.0,XXXX,C01,M,2017-07-01,,CA2,0.0,オールタイム,10500.0,入会費半額,5.583333333333333,6.0,7.0,2.0,1.0,2019-04-30,21.0,,10,2018-05-01
201903,HI598974,6,6.0,XXX,C03,M,2015-05-01,,CA1,0.0,ナイト,6000.0,通常,5.083333333333333,5.0,7.0,3.0,1.0,2019-04-30,47.0,,46,2019-03-01
201806,AS404579,5,3.0,XXXX,C01,F,2015-10-01,,CA1,0.0,オールタイム,10500.0,通常,4.75,5.0,7.0,2.0,1.0,2019-04-30,42.0,,32,2018-06-01
201806,PL346258,7,6.0,XXXX,C01,M,2017-02-01,,CA1,0.0,オールタイム,10500.0,通常,5.666666666666667,6.0,8.0,2.0,1.0,2019-04-30,26.0,,16,2018-06-01
201808,AS963520,8,5.0,XXXXXX,C03,M,2017-10-01,,CA1,0.0,ナイト,6000.0,通常,6.833333333333333,6.5,9.0,5.0,1.0,2019-04-30,18.0,,10,2018-08-01
201902,OA236087,6,9.0,XXXXX,C03,M,2019-01-02,,CA1,0.0,ナイト,6000.0,通常,8.333333333333334,9.0,10.0,6.0,1.0,2019-04-30,3.0,,0,2019-02-01
201806,HI798295,6,5.0,XXX,C03,M,2018-03-01,,CA1,0.0,ナイト,6000.0,通常,7.166666666666667,7.5,10.0,4.0,1.0,2019-04-30,13.0,,3,2018-06-01
201806,TS526480,5,9.0,XXXXX,C01,M,2016-10-01,,CA1,0.0,オールタイム,10500.0,通常,5.416666666666667,5.0,9.0,1.0,1.0,2019-04-30,30.0,,20,2018-06-01
201811,TS064860,6,10.0,XXXX,C01,F,2018-08-02,,CA1,0.0,オールタイム,10500.0,通常,8.75,9.0,10.0,6.0,1.0,2019-04-30,8.0,,2,2018-11-01
201902,HI390909,5,5.0,XXXXXX,C01,F,2016-09-01,,CA1,0.0,オールタイム,10500.0,通常,4.75,5.0,7.0,2.0,1.0,2019-04-30,31.0,,29,2019-02-01
201809,GD620805,7,6.0,XXX,C01,F,2016-10-01,,CA1,0.0,オールタイム,10500.0,通常,5.25,5.0,7.0,3.0,1.0,2019-04-30,30.0,,23,2018-09-01
201807,PL368003,7,1.0,XXXXXX,C02,F,2016-08-01,,CA1,0.0,デイタイム,7500.0,通常,5.666666666666667,6.0,8.0,1.0,1.0,2019-04-30,32.0,,23,2018-07-01
201812,HI477055,2,7.0,XXXX,C02,F,2017-03-01,,CA1,0.0,デイタイム,7500.0,通常,6.0,6.0,8.0,2.0,1.0,2019-04-30,25.0,,21,2018-12-01
201807,HD692017,4,6.0,XXXX,C03,F,2016-10-01,,CA1,0.0,ナイト,6000.0,通常,4.083333333333333,4.5,7.0,2.0,1.0,2019-04-30,30.0,,21,2018-07-01
201901,HD069769,5,5.0,XXX,C03,F,2018-03-01,,CA1,0.0,ナイト,6000.0,通常,7.166666666666667,7.0,11.0,4.0,1.0,2019-04-30,13.0,,10,2019-01-01
201810,PL028675,8,9.0,XX,C01,F,2018-08-12,,CA1,0.0,オールタイム,10500.0,通常,7.125,7.5,9.0,4.0,1.0,2019-04-30,8.0,,1,2018-10-01
201812,HI003514,3,3.0,XXXXX,C02,F,2015-09-01,,CA1,0.0,デイタイム,7500.0,通常,4.333333333333333,3.5,8.0,2.0,1.0,2019-04-30,43.0,,39,2018-12-01
201812,PL634236,3,4.0,XXX,C01,M,2015-09-01,,CA1,0.0,オールタイム,10500.0,通常,3.583333333333333,3.0,7.0,1.0,1.0,2019-04-30,43.0,,39,2018-12-01
201809,HD101792,6,5.0,XX,C02,F,2016-07-01,,CA2,0.0,デイタイム,7500.0,入会費半額,5.083333333333333,5.0,7.0,3.0,1.0,2019-04-30,33.0,,26,2018-09-01
201812,HD651604,7,9.0,XX,C01,F,2018-03-01,,CA1,0.0,オールタイム,10500.0,通常,7.75,8.0,11.0,4.0,1.0,2019-04-30,13.0,,9,2018-12-01
201808,AS584189,3,5.0,XXXXX,C01,M,2015-11-01,,CA1,0.0,オールタイム,10500.0,通常,4.25,4.0,7.0,2.0,1.0,2019-04-30,41.0,,33,2018-08-01
201811,AS282618,6,7.0,XXXXXX,C01,M,2016-12-01,,CA1,0.0,オールタイム,10500.0,通常,5.5,5.5,7.0,3.0,1.0,2019-04-30,28.0,,23,2018-11-01
201901,TS795349,7,6.0,XXXX,C03,M,2018-07-05,,CA1,0.0,ナイト,6000.0,通常,7.0,7.0,10.0,1.0,1.0,2019-04-30,9.0,,5,2019-01-01
201808,HD826767,5,4.0,XXX,C01,F,2017-02-01,,CA1,0.0,オールタイム,10500.0,通常,5.166666666666667,5.0,8.0,4.0,1.0,2019-04-30,26.0,,18,2018-08-01
201811,HD120698,7,5.0,XXXXX,C01,F,2015-06-01,,CA1,0.0,オールタイム,10500.0,通常,4.833333333333333,5.0,7.0,3.0,1.0,2019-04-30,46.0,,41,2018-11-01
201810,HI929904,4,3.0,XXXXX,C01,M,2015-08-01,,CA1,0.0,オールタイム,10500.0,通常,4.416666666666667,4.0,6.0,3.0,1.0,2019-04-30,44.0,,38,2018-10-01
201902,OA192308,4,8.0,XXXX,C03,M,2017-01-01,,CA1,0.0,ナイト,6000.0,通常,6.083333333333333,6.0,8.0,4.0,1.0,2019-04-30,27.0,,25,2019-02-01
201811,OA375793,6,8.0,XXX,C01,M,2017-10-01,,CA1,0.0,オールタイム,10500.0,通常,6.75,7.0,9.0,4.0,1.0,2019-04-30,18.0,,13,2018-11-01
201806,OA212271,7,7.0,XXXXX,C01,F,2017-11-01,,CA1,0.0,オールタイム,10500.0,通常,7.0,7.0,9.0,5.0,1.0,2019-04-30,17.0,,7,2018-06-01
201903,AS489357,8,8.0,XX,C01,M,2018-12-06,,CA3,0.0,オールタイム,10500.0,入会費無料,8.75,8.5,10.0,8.0,1.0,2019-04-30,4.0,,2,2019-03-01
201805,HD493357,8,9.0,XXXX,C03,F,2018-03-01,,CA1,0.0,ナイト,6000.0,通常,7.25,7.0,10.0,4.0,1.0,2019-04-30,13.0,,2,2018-05-01
201811,GD969635,4,9.0,XXXX,C03,F,2018-09-07,,CA1,0.0,ナイト,6000.0,通常,7.571428571428571,8.0,10.0,4.0,1.0,2019-04-30,7.0,,1,2018-11-01
201810,PL299549,6,5.0,XX,C01,M,2017-03-01,,CA1,0.0,オールタイム,10500.0,通常,6.416666666666667,6.0,9.0,4.0,1.0,2019-04-30,25.0,,19,2018-10-01
201901,OA263631,8,5.0,XXX,C03,M,2017-09-01,,CA1,0.0,ナイト,6000.0,通常,5.333333333333333,5.0,8.0,3.0,1.0,2019-04-30,19.0,,16,2019-01-01
201806,HI650765,3,7.0,XXXX,C01,M,2015-11-01,,CA1,0.0,オールタイム,10500.0,通常,4.666666666666667,4.5,7.0,3.0,1.0,2019-04-30,41.0,,31,2018-06-01
201807,AS548544,9,9.0,XXXX,C01,F,2017-11-01,,CA1,0.0,オールタイム,10500.0,通常,6.083333333333333,5.5,9.0,2.0,1.0,2019-04-30,17.0,,8,2018-07-01
201811,HI393943,5,6.0,XXXXX,C03,M,2017-04-01,,CA1,0.0,ナイト,6000.0,通常,5.5,5.0,9.0,4.0,1.0,2019-04-30,24.0,,19,2018-11-01
201806,HI088281,6,4.0,XXXX,C02,F,2017-11-01,,CA1,0.0,デイタイム,7500.0,通常,6.083333333333333,6.5,8.0,3.0,1.0,2019-04-30,17.0,,7,2018-06-01
201812,PL821971,6,6.0,XXXXX,C03,F,2017-12-01,,CA3,0.0,ナイト,6000.0,入会費無料,7.333333333333333,7.5,10.0,5.0,1.0,2019-04-30,16.0,,12,2018-12-01
201901,HI630523,6,6.0,XXXX,C01,M,2018-01-01,,CA1,0.0,オールタイム,10500.0,通常,6.25,6.5,9.0,3.0,1.0,2019-04-30,15.0,,12,2019-01-01
201811,TS217776,5,5.0,XXXX,C02,M,2017-08-01,,CA2,0.0,デイタイム,7500.0,入会費半額,6.0,5.5,9.0,3.0,1.0,2019-04-30,20.0,,15,2018-11-01
201805,PL884593,2,5.0,XXXXXX,C02,F,2016-04-01,,CA1,0.0,デイタイム,7500.0,通常,4.333333333333333,4.5,7.0,2.0,1.0,2019-04-30,36.0,,25,2018-05-01
201810,PL812388,7,6.0,XXXXX,C03,M,2015-07-01,,CA1,0.0,ナイト,6000.0,通常,4.416666666666667,5.0,7.0,2.0,1.0,2019-04-30,45.0,,39,2018-10-01
201811,GD332889,5,6.0,XXXXX,C02,F,2016-10-01,,CA1,0.0,デイタイム,7500.0,通常,4.25,4.0,8.0,1.0,1.0,2019-04-30,30.0,,25,2018-11-01
201903,TS861788,3,4.0,XX,C01,F,2015-09-01,,CA1,0.0,オールタイム,10500.0,通常,4.666666666666667,5.0,7.0,1.0,1.0,2019-04-30,43.0,,42,2019-03-01
201903,HI730543,7,7.0,XXX,C03,M,2018-09-05,,CA1,0.0,ナイト,6000.0,通常,7.857142857142857,7.0,10.0,6.0,1.0,2019-04-30,7.0,,5,2019-03-01
201811,HI275161,5,4.0,XXXXXX,C01,M,2016-12-01,,CA1,0.0,オールタイム,10500.0,通常,5.083333333333333,5.0,7.0,3.0,1.0,2019-04-30,28.0,,23,2018-11-01
201806,PL550805,7,6.0,XXXXX,C03,F,2016-09-01,,CA1,0.0,ナイト,6000.0,通常,4.833333333333333,5.0,9.0,1.0,1.0,2019-04-30,31.0,,21,2018-06-01
201806,PL929101,6,8.0,XXXX,C01,F,2016-08-01,,CA1,0.0,オールタイム,10500.0,通常,4.833333333333333,4.0,8.0,3.0,1.0,2019-04-30,32.0,,22,2018-06-01
201810,IK671472,7,6.0,XXXX,C03,F,2017-10-01,,CA1,0.0,ナイト,6000.0,通常,6.416666666666667,6.5,10.0,3.0,1.0,2019-04-30,18.0,,12,2018-10-01
201808,TS420499,4,4.0,XXXX,C02,F,2016-04-01,,CA1,0.0,デイタイム,7500.0,通常,4.25,4.0,6.0,2.0,1.0,2019-04-30,36.0,,28,2018-08-01
201812,AS637476,5,3.0,XX,C02,F,2015-07-01,,CA1,0.0,デイタイム,7500.0,通常,4.25,4.5,5.0,3.0,1.0,2019-04-30,45.0,,41,2018-12-01
201806,PL023132,6,8.0,XXXX,C01,M,2017-11-01,,CA1,0.0,オールタイム,10500.0,通常,5.833333333333333,6.0,8.0,3.0,1.0,2019-04-30,17.0,,7,2018-06-01
201807,HI216184,4,3.0,XXXX,C01,M,2015-06-01,,CA1,0.0,オールタイム,10500.0,通常,4.0,4.0,7.0,2.0,1.0,2019-04-30,46.0,,37,2018-07-01
201807,PL249996,3,5.0,XXXXX,C01,F,2015-12-01,,CA1,0.0,オールタイム,10500.0,通常,4.25,4.5,6.0,2.0,1.0,2019-04-30,40.0,,31,2018-07-01
201812,AS273414,2,3.0,XXXX,C01,F,2016-05-01,,CA1,0.0,オールタイム,10500.0,通常,4.5,4.5,8.0,2.0,1.0,2019-04-30,35.0,,31,2018-12-01
201902,AS015315,5,5.0,XXXXX,C01,M,2015-07-01,,CA1,0.0,オールタイム,10500.0,通常,4.833333333333333,5.0,7.0,3.0,1.0,2019-04-30,45.0,,43,2019-02-01
201811,PL819882,5,5.0,XXXXX,C01,F,2017-08-01,,CA2,0.0,オールタイム,10500.0,入会費半額,6.5,7.0,9.0,3.0,1.0,2019-04-30,20.0,,15,2018-11-01
201903,HD581148,6,7.0,XXXXX,C01,F,2015-11-01,,CA1,0.0,オールタイム,10500.0,通常,5.0,5.0,7.0,3.0,1.0,2019-04-30,41.0,,40,2019-03-01
201809,PL572723,4,6.0,XX,C03,M,2017-10-01,,CA1,0.0,ナイト,6000.0,通常,6.166666666666667,5.5,10.0,3.0,1.0,2019-04-30,18.0,,11,2018-09-01
201903,HD576900,5,3.0,XXXXXX,C01,M,2015-10-01,,CA1,0.0,オールタイム,10500.0,通常,4.25,4.0,6.0,2.0,1.0,2019-04-30,42.0,,41,2019-03-01
201812,PL787344,5,3.0,XXXX,C02,F,2015-07-01,,CA1,0.0,デイタイム,7500.0,通常,3.333333333333333,3.0,6.0,1.0,1.0,2019-04-30,45.0,,41,2018-12-01
201805,HD845119,4,2.0,XXXXX,C03,M,2016-10-01,,CA1,0.0,ナイト,6000.0,通常,5.416666666666667,6.5,8.0,2.0,1.0,2019-04-30,30.0,,19,2018-05-01
201809,GD852474,5,4.0,XXXX,C01,M,2017-05-01,,CA1,0.0,オールタイム,10500.0,通常,5.833333333333333,5.5,9.0,4.0,1.0,2019-04-30,23.0,,16,2018-09-01
201810,OA673896,4,7.0,XXXXX,C01,M,2017-12-01,,CA3,0.0,オールタイム,10500.0,入会費無料,6.416666666666667,7.0,10.0,3.0,1.0,2019-04-30,16.0,,10,2018-10-01
201901,IK779828,8,7.0,XXXX,C01,F,2018-09-02,,CA1,0.0,オールタイム,10500.0,通常,8.428571428571429,8.0,10.0,7.0,1.0,2019-04-30,7.0,,3,2019-01-01
201903,HI835158,5,4.0,XXXXX,C03,M,2017-02-01,,CA1,0.0,ナイト,6000.0,通常,5.0,5.0,8.0,2.0,1.0,2019-04-30,26.0,,25,2019-03-01
201805,HD801821,7,6.0,XXX,C02,F,2018-01-01,,CA1,0.0,デイタイム,7500.0,通常,6.5,6.0,9.0,4.0,1.0,2019-04-30,15.0,,4,2018-05-01
201902,HI174362,7,7.0,XXX,C02,F,2018-11-09,,CA1,0.0,デイタイム,7500.0,通常,8.0,8.0,10.0,7.0,1.0,2019-04-30,5.0,,2,2019-02-01
201903,PL325020,5,9.0,XXX,C01,F,2018-02-01,,CA1,0.0,オールタイム,10500.0,通常,7.666666666666667,7.5,11.0,4.0,1.0,2019-04-30,14.0,,13,2019-03-01
201810,HI222369,7,8.0,XXX,C01,M,2018-09-07,,CA1,0.0,オールタイム,10500.0,通常,8.571428571428571,8.0,12.0,6.0,1.0,2019-04-30,7.0,,0,2018-10-01
201805,AS377637,9,9.0,XXXXX,C01,M,2017-09-01,,CA1,0.0,オールタイム,10500.0,通常,5.666666666666667,5.0,9.0,4.0,1.0,2019-04-30,19.0,,8,2018-05-01
201809,OA132029,5,6.0,XXXXX,C01,F,2016-06-01,,CA1,0.0,オールタイム,10500.0,通常,5.0,5.0,8.0,2.0,1.0,2019-04-30,34.0,,27,2018-09-01
201902,GD574013,3,6.0,XX,C02,F,2016-11-01,,CA1,0.0,デイタイム,7500.0,通常,5.583333333333333,6.0,7.0,3.0,1.0,2019-04-30,29.0,,27,2019-02-01
201810,AS141460,4,7.0,XXXXX,C03,M,2016-01-01,,CA1,0.0,ナイト,6000.0,通常,4.75,5.0,7.0,1.0,1.0,2019-04-30,39.0,,33,2018-10-01
201902,HI279896,8,7.0,XXXXXX,C01,F,2018-12-05,,CA3,0.0,オールタイム,10500.0,入会費無料,7.0,7.0,8.0,6.0,1.0,2019-04-30,4.0,,1,2019-02-01
201903,OA682046,6,7.0,XX,C03,M,2018-08-10,,CA1,0.0,ナイト,6000.0,通常,7.25,7.0,11.0,5.0,1.0,2019-04-30,8.0,,6,2019-03-01
201809,HI405733,8,3.0,XXXXX,C02,M,2016-11-01,,CA1,0.0,デイタイム,7500.0,通常,4.583333333333333,4.5,8.0,1.0,1.0,2019-04-30,29.0,,22,2018-09-01
201902,IK039344,6,6.0,XXX,C03,M,2018-12-15,,CA3,0.0,ナイト,6000.0,入会費無料,7.25,7.0,9.0,6.0,1.0,2019-04-30,4.0,,1,2019-02-01
201809,OA551532,6,3.0,XX,C03,F,2015-11-01,,CA1,0.0,ナイト,6000.0,通常,4.666666666666667,5.0,6.0,2.0,1.0,2019-04-30,41.0,,34,2018-09-01
201901,AS376179,5,7.0,XXXXX,C01,M,2018-12-01,,CA3,0.0,オールタイム,10500.0,入会費無料,6.75,7.0,8.0,5.0,1.0,2019-04-30,4.0,,1,2019-01-01
201807,IK114480,4,5.0,XXXXX,C01,F,2017-12-01,,CA3,0.0,オールタイム,10500.0,入会費無料,6.333333333333333,6.5,10.0,3.0,1.0,2019-04-30,16.0,,7,2018-07-01
201808,HI001877,7,10.0,XXX,C01,F,2018-01-01,,CA1,0.0,オールタイム,10500.0,通常,7.0,7.0,10.0,6.0,1.0,2019-04-30,15.0,,7,2018-08-01
201901,OA577875,6,8.0,XXXXX,C01,F,2018-09-05,,CA1,0.0,オールタイム,10500.0,通常,7.571428571428571,8.0,9.0,6.0,1.0,2019-04-30,7.0,,3,2019-01-01
201812,TS124176,8,8.0,XXXXX,C02,F,2018-06-04,,CA2,0.0,デイタイム,7500.0,入会費半額,7.8,8.0,10.0,5.0,1.0,2019-04-30,10.0,,5,2018-12-01
201903,TS459568,10,6.0,XXX,C01,F,2018-12-10,,CA3,0.0,オールタイム,10500.0,入会費無料,9.5,10.5,11.0,6.0,1.0,2019-04-30,4.0,,2,2019-03-01
201901,PL443639,6,8.0,XXXXX,C02,F,2017-03-01,,CA1,0.0,デイタイム,7500.0,通常,5.333333333333333,5.0,8.0,3.0,1.0,2019-04-30,25.0,,22,2019-01-01
201810,PL901751,5,3.0,XXXX,C01,M,2016-11-01,,CA1,0.0,オールタイム,10500.0,通常,5.25,5.0,7.0,3.0,1.0,2019-04-30,29.0,,23,2018-10-01
201807,OA116423,3,7.0,XXXX,C01,M,2016-11-01,,CA1,0.0,オールタイム,10500.0,通常,5.75,6.0,10.0,3.0,1.0,2019-04-30,29.0,,20,2018-07-01
201807,HD537011,9,5.0,XXX,C03,F,2017-11-01,,CA1,0.0,ナイト,6000.0,通常,6.0,6.0,9.0,3.0,1.0,2019-04-30,17.0,,8,2018-07-01
201902,HD624279,3,4.0,XXXXX,C03,M,2016-11-01,,CA1,0.0,ナイト,6000.0,通常,5.416666666666667,5.5,7.0,3.0,1.0,2019-04-30,29.0,,27,2019-02-01
201903,IK568374,7,7.0,XXXXX,C01,M,2019-01-15,,CA1,0.0,オールタイム,10500.0,通常,7.333333333333333,7.0,8.0,7.0,1.0,2019-04-30,3.0,,1,2019-03-01
201806,HD296157,4,7.0,XXXXX,C01,M,2015-07-01,,CA1,0.0,オールタイム,10500.0,通常,4.25,4.0,7.0,2.0,1.0,2019-04-30,45.0,,35,2018-06-01
201807,TS321715,4,2.0,XXXXX,C03,M,2015-10-01,,CA1,0.0,ナイト,6000.0,通常,4.583333333333333,4.5,8.0,1.0,1.0,2019-04-30,42.0,,33,2018-07-01
201902,AS710637,7,7.0,XXXXX,C03,F,2018-12-07,,CA3,0.0,ナイト,6000.0,入会費無料,8.25,8.0,10.0,7.0,1.0,2019-04-30,4.0,,1,2019-02-01
201809,GD998772,7,8.0,XXX,C01,F,2017-01-01,,CA1,0.0,オールタイム,10500.0,通常,5.833333333333333,6.0,9.0,2.0,1.0,2019-04-30,27.0,,20,2018-09-01
201903,TS958195,8,10.0,XXXX,C03,M,2019-01-05,,CA1,0.0,ナイト,6000.0,通常,9.666666666666666,10.0,11.0,8.0,1.0,2019-04-30,3.0,,1,2019-03-01
201902,TS290936,6,4.0,XXXX,C01,F,2016-12-01,,CA1,0.0,オールタイム,10500.0,通常,5.25,5.0,9.0,2.0,1.0,2019-04-30,28.0,,26,2019-02-01
201805,HI957106,4,5.0,XXXX,C03,M,2017-01-01,,CA1,0.0,ナイト,6000.0,通常,5.5,6.0,7.0,4.0,1.0,2019-04-30,27.0,,16,2018-05-01
201806,HI990013,6,10.0,XXXXXX,C02,F,2017-09-01,,CA1,0.0,デイタイム,7500.0,通常,6.333333333333333,6.0,10.0,4.0,1.0,2019-04-30,19.0,,9,2018-06-01
201903,OA589436,4,4.0,XXXXX,C02,F,2016-10-01,,CA1,0.0,デイタイム,7500.0,通常,5.0,5.0,6.0,4.0,1.0,2019-04-30,30.0,,29,2019-03-01
201812,IK608489,5,2.0,XXXX,C03,M,2015-10-01,,CA1,0.0,ナイト,6000.0,通常,4.833333333333333,5.0,8.0,2.0,1.0,2019-04-30,42.0,,38,2018-12-01
201902,HI588457,10,8.0,XXXX,C01,M,2018-12-03,,CA3,0.0,オールタイム,10500.0,入会費無料,8.5,8.5,10.0,7.0,1.0,2019-04-30,4.0,,1,2019-02-01
201809,HI639915,6,5.0,XXXXX,C01,M,2017-04-01,,CA1,0.0,オールタイム,10500.0,通常,4.916666666666667,5.0,8.0,2.0,1.0,2019-04-30,24.0,,17,2018-09-01
201902,HI118782,8,5.0,XXXXXX,C03,M,2018-07-05,,CA1,0.0,ナイト,6000.0,通常,7.444444444444445,8.0,10.0,4.0,1.0,2019-04-30,9.0,,6,2019-02-01
201808,IK740134,4,7.0,XXXX,C01,F,2015-10-01,,CA1,0.0,オールタイム,10500.0,通常,4.5,4.5,8.0,1.0,1.0,2019-04-30,42.0,,34,2018-08-01
201807,HD516059,6,6.0,XXX,C03,M,2015-05-01,,CA1,0.0,ナイト,6000.0,通常,4.166666666666667,4.0,7.0,1.0,1.0,2019-04-30,47.0,,38,2018-07-01
201806,OA129078,8,5.0,XXXXX,C01,F,2015-12-01,,CA1,0.0,オールタイム,10500.0,通常,5.166666666666667,5.0,8.0,3.0,1.0,2019-04-30,40.0,,30,2018-06-01
201805,TS624020,5,6.0,XXXXXX,C03,F,2015-09-01,,CA1,0.0,ナイト,6000.0,通常,5.25,5.5,7.0,2.0,1.0,2019-04-30,43.0,,32,2018-05-01
201903,HD449288,7,8.0,XXXX,C01,F,2018-11-09,,CA1,0.0,オールタイム,10500.0,通常,7.8,8.0,9.0,7.0,1.0,2019-04-30,5.0,,3,2019-03-01
201903,IK396673,6,3.0,XXXX,C03,M,2016-09-01,,CA1,0.0,ナイト,6000.0,通常,4.666666666666667,5.0,8.0,3.0,1.0,2019-04-30,31.0,,30,2019-03-01
201811,HD280205,4,5.0,XXXX,C01,M,2016-02-01,,CA1,0.0,オールタイム,10500.0,通常,4.25,4.0,6.0,2.0,1.0,2019-04-30,38.0,,33,2018-11-01
201806,GD788422,9,6.0,XXXX,C03,M,2017-11-01,,CA1,0.0,ナイト,6000.0,通常,5.916666666666667,5.5,9.0,3.0,1.0,2019-04-30,17.0,,7,2018-06-01
201902,HD289026,9,2.0,XXX,C01,F,2015-09-01,,CA1,0.0,オールタイム,10500.0,通常,4.083333333333333,4.0,9.0,1.0,1.0,2019-04-30,43.0,,41,2019-02-01
201812,AS345508,3,8.0,XXXX,C02,M,2017-07-01,,CA2,0.0,デイタイム,7500.0,入会費半額,5.833333333333333,6.0,8.0,3.0,1.0,2019-04-30,21.0,,17,2018-12-01
201903,IK914829,5,7.0,XXXXX,C01,M,2017-12-01,,CA3,0.0,オールタイム,10500.0,入会費無料,7.166666666666667,7.5,10.0,5.0,1.0,2019-04-30,16.0,,15,2019-03-01
